Index,Filename,Roll,Min/Max,Min,Max,Diff,y_proba,Neg,Pos,mprob,TN,FP,FN,TP,FP/P,,,Model,Features,Roll,$p$,Neg,Pos,$m$Prob,TP,Recall,Model & Features & Roll & $p$ & Neg & Pos & $m$Prob & TP & Recall
5357,KBFC_alpha_0_5_gamma_1_0_Hard_Run_0_Round_4,mProb_50,Max,0.5092,0.538,0.0288,0.538,566,584,0.507826087,597827,7783,94057,13899,0.072094187,,,,,,,,,,,,
5075,KBFC_alpha_0_5_gamma_1_0_Hard_Run_0_Round_4,mProb_100,Min,0.5098,0.5298,0.02,0.5098,1524,1467,0.490471414,594200,11410,90365,17591,0.105691208,,,,,,,,,,,,
5275,KBFC_alpha_0_5_gamma_1_0_Hard_Run_0_Round_4,mProb_100,Max,0.5098,0.5298,0.02,0.5298,1206,1246,0.508156607,596904,8706,93050,14906,0.080643966,,,,,,,,,,,,
5114,KBFC_alpha_0_5_gamma_1_0_Hard_Run_0_Round_4,mProb_200,Min,0.5137,0.529,0.0153,0.5137,2896,2785,0.490230593,594786,10824,90961,16995,0.10026307,,,,,,,,,,,,
5146,KBFC_alpha_0_5_gamma_1_0_Hard_Run_0_Round_4,mProb_500,Min,0.5169,0.529,0.0121,0.5169,7072,6802,0.490269569,595225,10385,91354,16602,0.096196599,,,,,,,,,,,,
5267,KBFC_alpha_0_5_gamma_1_0_Hard_Run_0_Round_4,mProb_500,Max,0.5169,0.529,0.0121,0.529,6134,6381,0.509868158,596820,8790,92949,15007,0.081422061,,,,,,,,,,,,
5189,KBFC_alpha_0_5_gamma_1_0_Hard_Run_0_Round_4,mProb_1000,Min,0.5212,0.5321,0.0109,0.5212,14041,13505,0.49027082,595803,9807,91934,16022,0.090842565,,,,,,,,,,,,
5298,KBFC_alpha_0_5_gamma_1_0_Hard_Run_0_Round_4,mProb_1000,Max,0.5212,0.5321,0.0109,0.5321,12158,12650,0.509916156,597168,8442,93345,14611,0.078198525,,,,,,,,,,,,
5410,KBFC_alpha_0_5_gamma_1_0_Hard_Run_0_Round_4,mProb_2000,Min,0.5433,0.5552,0.0119,0.5433,25621,24635,0.490190226,598387,7223,94688,13268,0.066906888,,,,,,,,,,,,
5529,KBFC_alpha_0_5_gamma_1_0_Hard_Run_0_Round_4,mProb_2000,Max,0.5433,0.5552,0.0119,0.5552,22098,22985,0.509837411,599488,6122,96046,11910,0.056708289,,,,,,,,,,,,
42,KBFC_alpha_0_5_gamma_1_0_Medium_Run_0_Round_4,mProb_1,Min,0.0367,0.6859,0.6492,0.0367,1,1,0.5,52,605558,2,107954,5.60930379,,,,,,,,,,,,
6165,KBFC_alpha_0_5_gamma_1_0_Medium_Run_0_Round_4,mProb_1,Max,0.0367,0.6859,0.6492,0.6859,1,1,0.5,605592,18,107920,36,0.000166735,,,,,,,,,,,,
4349,KBFC_alpha_0_5_gamma_1_0_Medium_Run_0_Round_4,mProb_10,Min,0.4709,0.7338,0.2629,0.4709,163,161,0.49691358,594868,10742,97143,10813,0.099503501,,,,,,,,,,,,
6206,KBFC_alpha_0_5_gamma_1_0_Medium_Run_0_Round_4,mProb_10,Max,0.4709,0.7338,0.2629,0.7338,5,5,0.5,605609,1,107947,9,9.26E-06,,,,,,,,,,,,
4596,KBFC_alpha_0_5_gamma_1_0_Medium_Run_0_Round_4,mProb_20,Min,0.4956,0.6612,0.1656,0.4956,274,266,0.492592593,598925,6685,100496,7460,0.061923376,,,,,,,,,,,,
6084,KBFC_alpha_0_5_gamma_1_0_Medium_Run_0_Round_4,mProb_20,Max,0.4956,0.6612,0.1656,0.6612,12,12,0.5,605560,50,107854,102,0.000463152,,,,,,,,,,,,
4603,KBFC_alpha_0_5_gamma_1_0_Medium_Run_0_Round_4,mProb_50,Min,0.4963,0.5973,0.101,0.4963,664,641,0.491187739,599036,6574,100599,7357,0.06089518,,,,,,,,,,,,
5613,KBFC_alpha_0_5_gamma_1_0_Medium_Run_0_Round_4,mProb_50,Max,0.4963,0.5973,0.101,0.5973,98,99,0.502538071,605116,494,107204,752,0.004575938,,,,,,,,,,,,
4716,KBFC_alpha_0_5_gamma_1_0_Medium_Run_0_Round_4,mProb_100,Min,0.5076,0.527,0.0194,0.5076,1130,1086,0.490072202,600459,5151,101896,6060,0.047713883,,,,,,,,,,,,
4910,KBFC_alpha_0_5_gamma_1_0_Medium_Run_0_Round_4,mProb_100,Max,0.5076,0.527,0.0194,0.527,799,824,0.507701787,602279,3331,103667,4289,0.030855163,,,,,,,,,,,,
4766,KBFC_alpha_0_5_gamma_1_0_Medium_Run_0_Round_4,mProb_200,Min,0.5126,0.5263,0.0137,0.5126,2045,1969,0.490533134,600999,4611,102424,5532,0.042711846,,,,,,,,,,,,
4777,KBFC_alpha_0_5_gamma_1_0_Medium_Run_0_Round_4,mProb_500,Min,0.5137,0.5287,0.015,0.5137,5160,4960,0.490118577,601106,4504,102537,5419,0.041720701,,,,,,,,,,,,
4927,KBFC_alpha_0_5_gamma_1_0_Medium_Run_0_Round_4,mProb_500,Max,0.5137,0.5287,0.015,0.5287,3920,4078,0.509877469,602407,3203,103823,4133,0.029669495,,,,,,,,,,,,
4864,KBFC_alpha_0_5_gamma_1_0_Medium_Run_0_Round_4,mProb_1000,Min,0.5224,0.5379,0.0155,0.5224,9460,9090,0.490026954,601896,3714,103282,4674,0.034402905,,,,,,,,,,,,
5019,KBFC_alpha_0_5_gamma_1_0_Medium_Run_0_Round_4,mProb_1000,Max,0.5224,0.5379,0.0155,0.5379,7144,7430,0.509811994,603030,2580,104525,3431,0.023898625,,,,,,,,,,,,
3395,KBFC_alpha_0_5_gamma_1_0_Easy_Run_0_Round_4,mProb_1,Min,0.4248,0.6017,0.1769,0.4248,20,20,0.5,600365,5245,104994,2962,0.048584609,,,,,,,,,,,,
4219,KBFC_alpha_0_5_gamma_1_0_Easy_Run_0_Round_4,mProb_1,Max,0.4248,0.6017,0.1769,0.6017,1,1,0.5,605608,2,107955,1,1.85E-05,,,,,,,,,,,,
3732,KBFC_alpha_0_5_gamma_1_0_Easy_Run_0_Round_4,mProb_10,Min,0.4586,0.5705,0.1119,0.4586,40,40,0.5,604330,1280,107181,775,0.011856682,,,,,,,,,,,,
4211,KBFC_alpha_0_5_gamma_1_0_Easy_Run_0_Round_4,mProb_10,Max,0.4586,0.5705,0.1119,0.5705,8,8,0.5,605598,12,107951,5,0.000111156,,,,,,,,,,,,
3956,KBFC_alpha_0_5_gamma_1_0_Easy_Run_0_Round_4,mProb_20,Min,0.4834,0.5513,0.0679,0.4834,46,46,0.5,605152,458,107645,311,0.004242469,,,,,,,,,,,,
303,KBFC_alpha_0_5_gamma_2_0_Hard_Run_0_Round_4,mProb_1,Min,0.0499,0.7211,0.6712,0.0499,1,1,0.5,541,605069,3,107953,5.604774167,,,,,,,,,,,,
6779,KBFC_alpha_0_5_gamma_2_0_Hard_Run_0_Round_4,mProb_1,Max,0.0499,0.7211,0.6712,0.7211,1,1,0.5,605598,12,107868,88,0.000111156,,,,,,,,,,,,
4697,KBFC_alpha_0_5_gamma_2_0_Hard_Run_0_Round_4,mProb_10,Min,0.4895,0.6942,0.2047,0.4895,257,252,0.495088409,589930,15680,86885,21071,0.145244359,,,,,,,,,,,,
6673,KBFC_alpha_0_5_gamma_2_0_Hard_Run_0_Round_4,mProb_10,Max,0.4895,0.6942,0.2047,0.6942,6,6,0.5,605569,41,107748,208,0.000379784,,,,,,,,,,,,
4825,KBFC_alpha_0_5_gamma_2_0_Hard_Run_0_Round_4,mProb_20,Min,0.5023,0.5226,0.0203,0.5023,452,435,0.490417136,593321,12289,89795,18161,0.113833414,,,,,,,,,,,,
5028,KBFC_alpha_0_5_gamma_2_0_Hard_Run_0_Round_4,mProb_20,Max,0.5023,0.5226,0.0203,0.5226,357,360,0.50209205,597433,8177,93823,14133,0.075743822,,,,,,,,,,,,
4885,KBFC_alpha_0_5_gamma_2_0_Hard_Run_0_Round_4,mProb_50,Min,0.5083,0.523,0.0147,0.5083,1065,1040,0.494061758,594699,10911,91056,16900,0.101068954,,,,,,,,,,,,
5032,KBFC_alpha_0_5_gamma_2_0_Hard_Run_0_Round_4,mProb_50,Max,0.5083,0.523,0.0147,0.523,875,904,0.508150646,597496,8114,93903,14053,0.07516025,,,,,,,,,,,,
4862,KBFC_alpha_0_5_gamma_2_0_Hard_Run_0_Round_4,mProb_100,Min,0.506,0.5224,0.0164,0.506,2212,2130,0.490557347,594191,11419,90586,17370,0.105774575,,,,,,,,,,,,
5026,KBFC_alpha_0_5_gamma_2_0_Hard_Run_0_Round_4,mProb_100,Max,0.506,0.5224,0.0164,0.5224,1764,1818,0.507537688,597394,8216,93777,14179,0.07610508,,,,,,,,,,,,
4887,KBFC_alpha_0_5_gamma_2_0_Hard_Run_0_Round_4,mProb_200,Min,0.5085,0.5176,0.0091,0.5085,4319,4152,0.49014284,594742,10868,91102,16854,0.100670644,,,,,,,,,,,,
4978,KBFC_alpha_0_5_gamma_2_0_Hard_Run_0_Round_4,mProb_200,Max,0.5085,0.5176,0.0091,0.5176,3682,3829,0.509785648,596499,9111,92931,15025,0.084395494,,,,,,,,,,,,
4910,KBFC_alpha_0_5_gamma_2_0_Hard_Run_0_Round_4,mProb_500,Min,0.5108,0.5192,0.0084,0.5108,10597,10198,0.490406348,595204,10406,91597,16359,0.096391122,,,,,,,,,,,,
4981,KBFC_alpha_0_5_gamma_2_0_Hard_Run_0_Round_4,mProb_1000,Min,0.5179,0.5264,0.0085,0.5179,20252,19473,0.490195091,596558,9052,92980,14976,0.083848976,,,,,,,,,,,,
5066,KBFC_alpha_0_5_gamma_2_0_Hard_Run_0_Round_4,mProb_1000,Max,0.5179,0.5264,0.0085,0.5264,17449,18143,0.509749382,598052,7558,94545,13411,0.070010004,,,,,,,,,,,,
5284,KBFC_alpha_0_5_gamma_2_0_Hard_Run_0_Round_4,mProb_2000,Min,0.5482,0.557,0.0088,0.5482,32823,31565,0.490231099,600844,4766,98115,9841,0.044147616,,,,,,,,,,,,
5372,KBFC_alpha_0_5_gamma_2_0_Hard_Run_0_Round_4,mProb_2000,Max,0.5482,0.557,0.0088,0.557,28027,29143,0.509760364,601717,3893,99374,8582,0.036060988,,,,,,,,,,,,
138,KBFC_alpha_0_5_gamma_2_0_Medium_Run_0_Round_4,mProb_1,Min,0.1117,0.6808,0.5691,0.1117,1,1,0.5,171,605439,2,107954,5.608201489,,,,,,,,,,,,
5216,KBFC_alpha_0_5_gamma_2_0_Medium_Run_0_Round_4,mProb_1,Max,0.1117,0.6808,0.5691,0.6808,1,1,0.5,605610,0,107955,1,0,,,,,,,,,,,,
4022,KBFC_alpha_0_5_gamma_2_0_Medium_Run_0_Round_4,mProb_10,Min,0.5039,0.6613,0.1574,0.5039,182,179,0.495844875,599002,6608,100795,7161,0.061210123,,,,,,,,,,,,
5201,KBFC_alpha_0_5_gamma_2_0_Medium_Run_0_Round_4,mProb_10,Max,0.5039,0.6613,0.1574,0.6613,5,5,0.5,605605,5,107943,13,4.63E-05,,,,,,,,,,,,
4074,KBFC_alpha_0_5_gamma_2_0_Medium_Run_0_Round_4,mProb_20,Min,0.5091,0.6424,0.1333,0.5091,322,315,0.494505495,600003,5607,101645,6311,0.051937827,,,,,,,,,,,,
5175,KBFC_alpha_0_5_gamma_2_0_Medium_Run_0_Round_4,mProb_20,Max,0.5091,0.6424,0.1333,0.6424,11,11,0.5,605593,17,107927,29,0.000157472,,,,,,,,,,,,
4119,KBFC_alpha_0_5_gamma_2_0_Medium_Run_0_Round_4,mProb_50,Min,0.5136,0.5392,0.0256,0.5136,738,711,0.49068323,600718,4892,102312,5644,0.045314758,,,,,,,,,,,,
4375,KBFC_alpha_0_5_gamma_2_0_Medium_Run_0_Round_4,mProb_50,Max,0.5136,0.5392,0.0256,0.5392,406,422,0.509661836,603611,1999,105261,2695,0.018516803,,,,,,,,,,,,
4173,KBFC_alpha_0_5_gamma_2_0_Medium_Run_0_Round_4,mProb_100,Min,0.519,0.5254,0.0064,0.519,1358,1318,0.492526158,601482,4128,103034,4922,0.038237801,,,,,,,,,,,,
4168,KBFC_alpha_0_5_gamma_2_0_Medium_Run_0_Round_4,mProb_200,Min,0.5185,0.5299,0.0114,0.5185,2766,2662,0.490420044,601416,4194,102976,4980,0.038849161,,,,,,,,,,,,
4282,KBFC_alpha_0_5_gamma_2_0_Medium_Run_0_Round_4,mProb_200,Max,0.5185,0.5299,0.0114,0.5299,2078,2157,0.509327037,602804,2806,104362,3594,0.025992071,,,,,,,,,,,,
4214,KBFC_alpha_0_5_gamma_2_0_Medium_Run_0_Round_4,mProb_500,Min,0.5231,0.5328,0.0097,0.5231,6429,6184,0.490287798,602026,3584,103573,4383,0.033198711,,,,,,,,,,,,
4311,KBFC_alpha_0_5_gamma_2_0_Medium_Run_0_Round_4,mProb_500,Max,0.5231,0.5328,0.0097,0.5328,4924,5122,0.509854669,603063,2547,104676,3280,0.023592945,,,,,,,,,,,,
4358,KBFC_alpha_0_5_gamma_2_0_Medium_Run_0_Round_4,mProb_1000,Min,0.5375,0.5488,0.0113,0.5375,10261,9859,0.49000994,603483,2127,105110,2846,0.019702471,,,,,,,,,,,,
4471,KBFC_alpha_0_5_gamma_2_0_Medium_Run_0_Round_4,mProb_1000,Max,0.5375,0.5488,0.0113,0.5488,7510,7814,0.509919081,604263,1347,106012,1944,0.012477306,,,,,,,,,,,,
262,KBFC_alpha_0_5_gamma_2_0_Easy_Run_0_Round_4,mProb_1,Min,0.1967,0.5474,0.3507,0.1967,1,1,0.5,1838,603772,29,107927,5.592760013,,,,,,,,,,,,
3408,KBFC_alpha_0_5_gamma_2_0_Easy_Run_0_Round_4,mProb_1,Max,0.1967,0.5474,0.3507,0.5474,1,1,0.5,605600,10,107953,3,9.26E-05,,,,,,,,,,,,
3117,KBFC_alpha_0_5_gamma_2_0_Easy_Run_0_Round_4,mProb_10,Min,0.4829,0.5234,0.0405,0.4829,26,26,0.5,604950,660,107542,414,0.006113602,,,,,,,,,,,,
3383,KBFC_alpha_0_5_gamma_2_0_Easy_Run_0_Round_4,mProb_10,Max,0.4829,0.5234,0.0405,0.5234,9,9,0.5,605572,38,107940,16,0.000351995,,,,,,,,,,,,
3113,KBFC_alpha_0_5_gamma_2_0_Easy_Run_0_Round_4,mProb_20,Min,0.4825,0.5174,0.0349,0.4825,68,66,0.492537313,604940,670,107533,423,0.006206232,,,,,,,,,,,,
3066,LogReg_alpha_0_5_Hard_Run_0_Round_4,mProb_1,Min,0.3107,0.899,0.5883,0.3107,26,27,0.509433962,562069,43541,75332,32624,0.403321724,,,,,,,,,,,,
8262,LogReg_alpha_0_5_Hard_Run_0_Round_4,mProb_1,Max,0.3107,0.899,0.5883,0.899,1,1,0.5,605608,2,107949,7,1.85E-05,,,,,,,,,,,,
4256,LogReg_alpha_0_5_Hard_Run_0_Round_4,mProb_10,Min,0.4297,0.845,0.4153,0.4297,113,114,0.502202643,589893,15717,91660,16296,0.145587091,,,,,,,,,,,,
8134,LogReg_alpha_0_5_Hard_Run_0_Round_4,mProb_10,Max,0.4297,0.845,0.4153,0.845,5,5,0.5,605580,30,107820,136,0.000277891,,,,,,,,,,,,
4594,LogReg_alpha_0_5_Hard_Run_0_Round_4,mProb_20,Min,0.4635,0.8138,0.3503,0.4635,179,177,0.497191011,593862,11748,94860,13096,0.108822113,,,,,,,,,,,,
7941,LogReg_alpha_0_5_Hard_Run_0_Round_4,mProb_20,Max,0.4635,0.8138,0.3503,0.8138,18,18,0.5,605483,127,107598,358,0.001176405,,,,,,,,,,,,
4855,LogReg_alpha_0_5_Hard_Run_0_Round_4,mProb_50,Min,0.4896,0.6743,0.1847,0.4896,413,400,0.49200492,596298,9312,96970,10986,0.086257364,,,,,,,,,,,,
6695,LogReg_alpha_0_5_Hard_Run_0_Round_4,mProb_50,Max,0.4896,0.6743,0.1847,0.6743,97,100,0.507614213,604244,1366,105338,2618,0.012653303,,,,,,,,,,,,
4965,LogReg_alpha_0_5_Hard_Run_0_Round_4,mProb_100,Min,0.5006,0.6114,0.1108,0.5006,754,727,0.490884537,597180,8430,97772,10184,0.078087369,,,,,,,,,,,,
6073,LogReg_alpha_0_5_Hard_Run_0_Round_4,mProb_100,Max,0.5006,0.6114,0.1108,0.6114,320,328,0.50617284,602760,2850,103500,4456,0.026399644,,,,,,,,,,,,
5104,LogReg_alpha_0_5_Hard_Run_0_Round_4,mProb_200,Min,0.5145,0.5625,0.048,0.5145,1376,1325,0.490559052,598176,7434,98702,9254,0.068861388,,,,,,,,,,,,
5584,LogReg_alpha_0_5_Hard_Run_0_Round_4,mProb_200,Max,0.5145,0.5625,0.048,0.5625,947,985,0.509834369,600949,4661,101491,6465,0.043174997,,,,,,,,,,,,
5160,LogReg_alpha_0_5_Hard_Run_0_Round_4,mProb_500,Min,0.5201,0.554,0.0339,0.5201,3317,3191,0.490319607,598568,7042,99079,8877,0.065230279,,,,,,,,,,,,
5233,LogReg_alpha_0_5_Hard_Run_0_Round_4,mProb_1000,Min,0.5274,0.5624,0.035,0.5274,6384,6138,0.490177288,599011,6599,99550,8406,0.061126755,,,,,,,,,,,,
5583,LogReg_alpha_0_5_Hard_Run_0_Round_4,mProb_1000,Max,0.5274,0.5624,0.035,0.5624,4776,4969,0.509902514,600944,4666,101484,6472,0.043221312,,,,,,,,,,,,
5401,LogReg_alpha_0_5_Hard_Run_0_Round_4,mProb_2000,Min,0.5442,0.5814,0.0372,0.5442,11918,11453,0.490051774,600005,5605,100504,7452,0.0519193,,,,,,,,,,,,
5773,LogReg_alpha_0_5_Hard_Run_0_Round_4,mProb_2000,Max,0.5442,0.5814,0.0372,0.5814,8808,9161,0.509822472,601722,3888,102365,5591,0.036014673,,,,,,,,,,,,
4,LogReg_alpha_0_5_Medium_Run_0_Round_4,mProb_1,Min,0.0123,0.7318,0.7195,0.0123,1,1,0.5,6,605604,1,107955,5.60972989,,,,,,,,,,,,
6645,LogReg_alpha_0_5_Medium_Run_0_Round_4,mProb_1,Max,0.0123,0.7318,0.7195,0.7318,1,1,0.5,605601,9,107937,19,8.34E-05,,,,,,,,,,,,
3716,LogReg_alpha_0_5_Medium_Run_0_Round_4,mProb_10,Min,0.3854,0.7358,0.3504,0.3854,115,113,0.495614035,589896,15714,95002,12954,0.145559302,,,,,,,,,,,,
6653,LogReg_alpha_0_5_Medium_Run_0_Round_4,mProb_10,Max,0.3854,0.7358,0.3504,0.7358,5,5,0.5,605605,5,107941,15,4.63E-05,,,,,,,,,,,,
4263,LogReg_alpha_0_5_Medium_Run_0_Round_4,mProb_20,Min,0.4401,0.7284,0.2883,0.4401,174,170,0.494186047,596467,9143,99442,8514,0.084691912,,,,,,,,,,,,
6641,LogReg_alpha_0_5_Medium_Run_0_Round_4,mProb_20,Max,0.4401,0.7284,0.2883,0.7284,12,12,0.5,605599,11,107934,22,0.000101893,,,,,,,,,,,,
4675,LogReg_alpha_0_5_Medium_Run_0_Round_4,mProb_50,Min,0.4813,0.7018,0.2205,0.4813,337,324,0.490166415,599954,5656,102260,5696,0.052391715,,,,,,,,,,,,
6580,LogReg_alpha_0_5_Medium_Run_0_Round_4,mProb_50,Max,0.4813,0.7018,0.2205,0.7018,29,30,0.508474576,605568,42,107896,60,0.000389047,,,,,,,,,,,,
4844,LogReg_alpha_0_5_Medium_Run_0_Round_4,mProb_100,Min,0.4982,0.6266,0.1284,0.4982,603,584,0.49199663,601087,4523,103279,4677,0.041896699,,,,,,,,,,,,
6111,LogReg_alpha_0_5_Medium_Run_0_Round_4,mProb_100,Max,0.4982,0.6266,0.1284,0.6266,133,138,0.509225092,605206,404,107411,545,0.003742265,,,,,,,,,,,,
5029,LogReg_alpha_0_5_Medium_Run_0_Round_4,mProb_200,Min,0.5167,0.6212,0.1045,0.5167,1040,1003,0.490944689,602124,3486,104257,3699,0.032290933,,,,,,,,,,,,
6065,LogReg_alpha_0_5_Medium_Run_0_Round_4,mProb_200,Max,0.5167,0.6212,0.1045,0.6212,286,297,0.509433962,605147,463,107352,604,0.004288784,,,,,,,,,,,,
5035,LogReg_alpha_0_5_Medium_Run_0_Round_4,mProb_500,Min,0.5173,0.5781,0.0608,0.5173,2537,2438,0.490050251,602158,3452,104288,3668,0.03197599,,,,,,,,,,,,
5221,LogReg_alpha_0_5_Medium_Run_0_Round_4,mProb_1000,Min,0.5359,0.5893,0.0534,0.5359,4284,4117,0.490060707,603009,2601,105143,2813,0.024093149,,,,,,,,,,,,
5753,LogReg_alpha_0_5_Medium_Run_0_Round_4,mProb_1000,Max,0.5359,0.5893,0.0534,0.5893,2230,2319,0.50978237,604615,995,106740,1216,0.009216718,,,,,,,,,,,,
5475,LogReg_alpha_0_5_Medium_Run_0_Round_4,mProb_2000,Min,0.5614,0.5813,0.0199,0.5614,7144,6864,0.490005711,603869,1741,106009,1947,0.016126941,,,,,,,,,,,,
5673,LogReg_alpha_0_5_Medium_Run_0_Round_4,mProb_2000,Max,0.5614,0.5813,0.0199,0.5813,5674,5715,0.501799982,604415,1195,106524,1432,0.011069325,,,,,,,,,,,,
2534,LogReg_alpha_0_5_Easy_Run_0_Round_4,mProb_1,Min,0.2912,0.4402,0.149,0.2912,20,20,0.5,586196,19414,99142,8814,0.179832524,,,,,,,,,,,,
3691,LogReg_alpha_0_5_Easy_Run_0_Round_4,mProb_10,Min,0.4081,0.4689,0.0608,0.4081,23,23,0.5,605132,478,107654,302,0.00442773,,,,,,,,,,,,
3890,LogReg_alpha_0_5_Easy_Run_0_Round_4,mProb_10,Max,0.4081,0.4689,0.0608,0.4689,5,5,0.5,605608,2,107954,2,1.85E-05,,,,,,,,,,,,
3741,LogReg_alpha_0_5_Easy_Run_0_Round_4,mProb_20,Min,0.4146,0.458,0.0434,0.4146,39,38,0.493506494,605281,329,107747,209,0.003047538,,,,,,,,,,,,
3885,LogReg_alpha_0_5_Easy_Run_0_Round_4,mProb_20,Max,0.4146,0.458,0.0434,0.458,10,10,0.5,605606,4,107951,5,3.71E-05,,,,,,,,,,,,
102,LogReg_alpha_balanced_Hard_Run_0_Round_4,mProb_1,Min,0.037,0.9805,0.9435,0.037,1,1,0.5,226,605384,3,107953,5.607692023,,,,,,,,,,,,
9521,LogReg_alpha_balanced_Hard_Run_0_Round_4,mProb_1,Max,0.037,0.9805,0.9435,0.9805,1,1,0.5,605606,4,107937,19,3.71E-05,,,,,,,,,,,,
7954,LogReg_alpha_balanced_Hard_Run_0_Round_4,mProb_10,Min,0.8223,0.9348,0.1125,0.8223,195,190,0.493506494,590328,15282,92629,15327,0.141557672,,,,,,,,,,,,
9079,LogReg_alpha_balanced_Hard_Run_0_Round_4,mProb_10,Max,0.8223,0.9348,0.1125,0.9348,60,60,0.5,604489,1121,105886,2070,0.01038386,,,,,,,,,,,,
8074,LogReg_alpha_balanced_Hard_Run_0_Round_4,mProb_20,Min,0.8343,0.9276,0.0933,0.8343,321,309,0.49047619,592727,12883,94508,13448,0.119335655,,,,,,,,,,,,
9007,LogReg_alpha_balanced_Hard_Run_0_Round_4,mProb_20,Max,0.8343,0.9276,0.0933,0.9276,129,133,0.507633588,604137,1473,105350,2606,0.013644448,,,,,,,,,,,,
8359,LogReg_alpha_balanced_Hard_Run_0_Round_4,mProb_50,Min,0.8628,0.9051,0.0423,0.8628,725,699,0.490870787,597528,8082,98561,9395,0.074863833,,,,,,,,,,,,
8782,LogReg_alpha_balanced_Hard_Run_0_Round_4,mProb_50,Max,0.8628,0.9051,0.0423,0.9051,456,470,0.507559395,602467,3143,103456,4500,0.029113713,,,,,,,,,,,,
8369,LogReg_alpha_balanced_Hard_Run_0_Round_4,mProb_100,Min,0.8638,0.9011,0.0373,0.8638,1441,1386,0.490272374,597669,7941,98688,9268,0.073557746,,,,,,,,,,,,
8742,LogReg_alpha_balanced_Hard_Run_0_Round_4,mProb_100,Max,0.8638,0.9011,0.0373,0.9011,933,970,0.509721492,602098,3512,103074,4882,0.032531772,,,,,,,,,,,,
8464,LogReg_alpha_balanced_Hard_Run_0_Round_4,mProb_200,Min,0.8733,0.8983,0.025,0.8733,2646,2549,0.4906641,598974,6636,99962,7994,0.061469488,,,,,,,,,,,,
8505,LogReg_alpha_balanced_Hard_Run_0_Round_4,mProb_500,Min,0.8774,0.8983,0.0209,0.8774,6298,6059,0.490329368,599487,6123,100455,7501,0.056717552,,,,,,,,,,,,
8714,LogReg_alpha_balanced_Hard_Run_0_Round_4,mProb_500,Max,0.8774,0.8983,0.0209,0.8983,4885,5073,0.509439647,601843,3767,102788,5168,0.034893846,,,,,,,,,,,,
8558,LogReg_alpha_balanced_Hard_Run_0_Round_4,mProb_1000,Min,0.8827,0.8995,0.0168,0.8827,11930,11479,0.490366953,600172,5438,101085,6871,0.050372374,,,,,,,,,,,,
8726,LogReg_alpha_balanced_Hard_Run_0_Round_4,mProb_1000,Max,0.8827,0.8995,0.0168,0.8995,9708,10104,0.509993943,601958,3652,102913,5043,0.033828597,,,,,,,,,,,,
113,LogReg_alpha_balanced_Medium_Run_0_Round_4,mProb_1,Min,0.0948,0.9427,0.8479,0.0948,1,1,0.5,174,605436,4,107952,5.6081737,,,,,,,,,,,,
8519,LogReg_alpha_balanced_Medium_Run_0_Round_4,mProb_1,Max,0.0948,0.9427,0.8479,0.9427,1,1,0.5,605603,7,107938,18,6.48E-05,,,,,,,,,,,,
7414,LogReg_alpha_balanced_Medium_Run_0_Round_4,mProb_10,Min,0.8262,0.9421,0.1159,0.8262,128,126,0.496062992,597340,8270,100285,7671,0.076605284,,,,,,,,,,,,
8517,LogReg_alpha_balanced_Medium_Run_0_Round_4,mProb_10,Max,0.8262,0.9421,0.1159,0.9421,8,8,0.5,605601,9,107937,19,8.34E-05,,,,,,,,,,,,
7616,LogReg_alpha_balanced_Medium_Run_0_Round_4,mProb_20,Min,0.8464,0.9398,0.0934,0.8464,258,249,0.49112426,600244,5366,102623,5333,0.049705436,,,,,,,,,,,,
8503,LogReg_alpha_balanced_Medium_Run_0_Round_4,mProb_20,Max,0.8464,0.9398,0.0934,0.9398,15,15,0.5,605588,22,107928,28,0.000203787,,,,,,,,,,,,
7732,LogReg_alpha_balanced_Medium_Run_0_Round_4,mProb_50,Min,0.858,0.9266,0.0686,0.858,557,539,0.491788321,601678,3932,103908,4048,0.036422246,,,,,,,,,,,,
8410,LogReg_alpha_balanced_Medium_Run_0_Round_4,mProb_50,Max,0.858,0.9266,0.0686,0.9266,53,55,0.509259259,605516,94,107829,127,0.000870725,,,,,,,,,,,,
7726,LogReg_alpha_balanced_Medium_Run_0_Round_4,mProb_100,Min,0.8574,0.9089,0.0515,0.8574,1103,1063,0.49076639,601597,4013,103844,4112,0.037172552,,,,,,,,,,,,
8241,LogReg_alpha_balanced_Medium_Run_0_Round_4,mProb_100,Max,0.8574,0.9089,0.0515,0.9089,323,331,0.506116208,605212,398,107443,513,0.003686687,,,,,,,,,,,,
7807,LogReg_alpha_balanced_Medium_Run_0_Round_4,mProb_200,Min,0.8655,0.8913,0.0258,0.8655,1929,1862,0.491163281,602444,3166,104667,3289,0.029326763,,,,,,,,,,,,
7887,LogReg_alpha_balanced_Medium_Run_0_Round_4,mProb_500,Min,0.8735,0.8958,0.0223,0.8735,4302,4135,0.490103117,603156,2454,105347,2609,0.022731483,,,,,,,,,,,,
8110,LogReg_alpha_balanced_Medium_Run_0_Round_4,mProb_500,Max,0.8735,0.8958,0.0223,0.8958,2523,2621,0.509525661,604666,944,106859,1097,0.008744303,,,,,,,,,,,,
8012,LogReg_alpha_balanced_Medium_Run_0_Round_4,mProb_1000,Min,0.886,0.8893,0.0033,0.886,6781,6518,0.490112038,604072,1538,106239,1717,0.014246545,,,,,,,,,,,,
