p,Filename,Neg,Pos,$m$Prob,TN,FP,FN,TP,Prec,Rec,$\frac{\text{FP}}{\text{P}}$
0.86,LogReg_5_Fold_alpha_0_5_Hard_Test_Transformed_90,388,390,0.5012853470437018,597703,7907,98275,9681,0.5504321128041847,0.0896754233206121,0.07324280262329097
0.94,LogReg_5_Fold_alpha_0_5_Hard_Test_Transformed_80,448,400,0.4716981132075472,593953,11657,94974,12982,0.5268882665692601,0.12025269554262848,0.10797917670161918
0.89,LogReg_5_Fold_alpha_balanced_Hard_Test,1181,1195,0.5029461279461279,601025,4585,101936,6020,0.5676567656765676,0.05576345918707622,0.04247100670643596
0.9,LogReg_5_Fold_alpha_balanced_Hard_Test_Transformed_100,1129,1130,0.5002213368747234,601205,4405,102110,5846,0.5702858257730953,0.05415169142984179,0.0408036607506762
0.93,LogReg_5_Fold_alpha_balanced_Hard_Test_Transformed_98,1039,1056,0.5040572792362769,600923,4687,101841,6115,0.5660988705795224,0.056643447330393865,0.04341583608136648
0.94,LogReg_5_Fold_alpha_balanced_Hard_Test_Transformed_95,1060,1063,0.5007065473386717,599342,6268,100352,7604,0.548154555940023,0.07043610359776205,0.05806069139278965
0.97,LogReg_5_Fold_alpha_balanced_Hard_Test_Transformed_90,1062,1020,0.4899135446685879,598884,6726,99868,8088,0.5459700283515594,0.07491941161213828,0.062303160546889474
1.0,LogReg_5_Fold_alpha_balanced_Hard_Test_Transformed_80,10912,11809,0.5197394480876723,605610,0,107956,0,,0.0,0.0
0.51,AdaBoost_5_Fold_Hard_Test,9473,10668,0.5296658557171938,605610,0,107956,0,,0.0,0.0
0.71,AdaBoost_5_Fold_Hard_Test_Transformed_100,1127,1088,0.491196388261851,600348,5262,101260,6696,0.559959859508279,0.062025269554262845,0.04874208010671014
0.81,AdaBoost_5_Fold_Hard_Test_Transformed_98,885,871,0.4960136674259681,598319,7291,99354,8602,0.5412445730824892,0.07968061061914113,0.0675367742413576
0.92,AdaBoost_5_Fold_Hard_Test_Transformed_95,471,479,0.5042105263157894,601460,4150,102351,5605,0.5745771399282419,0.05191930045574123,0.03844158731334988
0.98,AdaBoost_5_Fold_Hard_Test_Transformed_90,487,490,0.5015353121801432,600785,4825,101699,6257,0.5646092763039162,0.05795879802882656,0.04469413464744896
1.0,AdaBoost_5_Fold_Hard_Test_Transformed_80,10373,11429,0.5242179616548941,605610,0,107956,0,,0.0,0.0
0.85,BalBag_5_Fold_Hard_Test,97,86,0.46994535519125685,593679,11931,90796,17160,0.5898731566463855,0.15895364778242987,0.11051724776760903
0.85,BalBag_5_Fold_Hard_Test_Transformed_100,97,86,0.46994535519125685,593679,11931,90796,17160,0.5898731566463855,0.15895364778242987,0.11051724776760903
0.85,BalBag_5_Fold_Hard_Test_Transformed_98,97,86,0.46994535519125685,593679,11931,90796,17160,0.5898731566463855,0.15895364778242987,0.11051724776760903
0.85,BalBag_5_Fold_Hard_Test_Transformed_95,97,86,0.46994535519125685,593679,11931,90796,17160,0.5898731566463855,0.15895364778242987,0.11051724776760903
0.85,BalBag_5_Fold_Hard_Test_Transformed_90,97,86,0.46994535519125685,593679,11931,90796,17160,0.5898731566463855,0.15895364778242987,0.11051724776760903
0.95,BalBag_5_Fold_Hard_Test_Transformed_80,93,84,0.4745762711864407,593679,11931,90796,17160,0.5898731566463855,0.15895364778242987,0.11051724776760903
0.56,EEC_5_Fold_Hard_Test,2288,2120,0.4809437386569873,603671,1939,105584,2372,0.5502203665042914,0.021971914483678537,0.017961021156767572
0.75,EEC_5_Fold_Hard_Test_Transformed_100,989,1006,0.5042606516290726,602740,2870,104755,3201,0.527260747817493,0.02965096891326096,0.026584904961280523
0.85,EEC_5_Fold_Hard_Test_Transformed_98,705,690,0.4946236559139785,601171,4439,103340,4616,0.5097736057426836,0.042758160732150136,0.04111860387565305
0.91,EEC_5_Fold_Hard_Test_Transformed_95,684,687,0.5010940919037199,598772,6838,101041,6915,0.5027993892241692,0.06405387380043721,0.06334062025269555
1.0,EEC_5_Fold_Hard_Test_Transformed_90,7347,7420,0.5024717275005078,605610,0,107956,0,,0.0,0.0
1.0,EEC_5_Fold_Hard_Test_Transformed_80,13453,11897,0.4693096646942801,605610,0,107956,0,,0.0,0.0
0.51,RUSBoost_5_Fold_Hard_Test,183227,72923,0.2846886589888737,605610,0,107956,0,,0.0,0.0
0.71,RUSBoost_5_Fold_Hard_Test_Transformed_100,1245,1200,0.49079754601226994,599804,5806,100620,7336,0.5582103180642216,0.06795361073029753,0.05378117010633962
0.83,RUSBoost_5_Fold_Hard_Test_Transformed_98,734,727,0.4976043805612594,600119,5491,100957,6999,0.5603682946357086,0.06483196857979177,0.05086331468376005
0.91,RUSBoost_5_Fold_Hard_Test_Transformed_95,536,536,0.5,601204,4406,101984,5972,0.5754480632106379,0.055318833598873615,0.040812923783763756
0.97,RUSBoost_5_Fold_Hard_Test_Transformed_90,549,542,0.49679193400549954,600387,5223,101206,6750,0.5637684790779254,0.06252547334099078,0.04838082181629553
1.0,RUSBoost_5_Fold_Hard_Test_Transformed_80,10205,11390,0.5274369066913638,605610,0,107956,0,,0.0,0.0
0.55,KBFC_5_Fold_alpha_0_5_gamma_0_0_Hard_Test,772,786,0.5044929396662388,596796,8814,93066,14890,0.6281640229497131,0.13792656267368186,0.08164437363370262
0.55,KBFC_5_Fold_alpha_0_5_gamma_0_0_Hard_Test_Transformed_100,779,797,0.5057106598984772,596632,8978,92902,15054,0.6264147802929427,0.13944570010004076,0.0831635110600615
0.66,KBFC_5_Fold_alpha_0_5_gamma_0_0_Hard_Test_Transformed_98,633,660,0.5104408352668214,596904,8706,93169,14787,0.6294215298173924,0.13697247026566378,0.08064396606024676
0.71,KBFC_5_Fold_alpha_0_5_gamma_0_0_Hard_Test_Transformed_95,583,584,0.5004284490145673,597071,8539,93361,14595,0.6308895997233509,0.13519396791285337,0.07909703953462521
0.76,KBFC_5_Fold_alpha_0_5_gamma_0_0_Hard_Test_Transformed_90,561,550,0.49504950495049505,596251,9359,92484,15472,0.6230921026136684,0.14331764793063842,0.08669272666641965
0.9,KBFC_5_Fold_alpha_0_5_gamma_0_0_Hard_Test_Transformed_80,464,465,0.5005382131324004,596765,8845,93025,14931,0.627986204576043,0.1383063470302716,0.0819315276594168
0.87,KBFC_5_Fold_alpha_balanced_gamma_0_0_Hard_Test,1692,1656,0.4946236559139785,595878,9732,92369,15587,0.6156246297247127,0.14438289673570714,0.09014783800807737
0.87,KBFC_5_Fold_alpha_balanced_gamma_0_0_Hard_Test_Transformed_100,1693,1656,0.4944759629740221,595777,9833,92290,15666,0.6143770343935057,0.1451146763496239,0.09108340434992034
0.9,KBFC_5_Fold_alpha_balanced_gamma_0_0_Hard_Test_Transformed_98,1575,1603,0.5044052863436124,596389,9221,92946,15010,0.6194544178944328,0.13903812664418838,0.08541442810033717
0.91,KBFC_5_Fold_alpha_balanced_gamma_0_0_Hard_Test_Transformed_95,1515,1550,0.5057096247960848,596168,9442,92711,15245,0.6175314943087455,0.1412149394197636,0.08746155841268664
0.93,KBFC_5_Fold_alpha_balanced_gamma_0_0_Hard_Test_Transformed_90,1484,1480,0.4993252361673414,596595,9015,93150,14806,0.6215524117375425,0.13714846789432733,0.08350624328430101
0.97,KBFC_5_Fold_alpha_balanced_gamma_0_0_Hard_Test_Transformed_80,1326,1331,0.500940910801656,596791,8819,93367,14589,0.6232484620642516,0.13513838971432807,0.08169068879914039
0.53,KBFC_5_Fold_alpha_0_5_gamma_1_0_Hard_Test,1195,1252,0.511646914589293,597129,8481,93423,14533,0.6314851829321283,0.13461965986142502,0.07855978361554708
0.54,KBFC_5_Fold_alpha_0_5_gamma_1_0_Hard_Test_Transformed_100,1185,1208,0.5048056832427915,597062,8548,93323,14633,0.631249730382641,0.13554596317018044,0.0791804068324132
0.72,KBFC_5_Fold_alpha_0_5_gamma_1_0_Hard_Test_Transformed_98,841,824,0.4948948948948949,596656,8954,92877,15079,0.6274289518578621,0.13967727592722962,0.0829411982659602
0.74,KBFC_5_Fold_alpha_0_5_gamma_1_0_Hard_Test_Transformed_95,896,893,0.4991615427613192,594953,10657,91251,16705,0.6105182369709816,0.1547389677275927,0.09871614361406499
0.79,KBFC_5_Fold_alpha_0_5_gamma_1_0_Hard_Test_Transformed_90,823,812,0.4966360856269113,594834,10776,91125,16831,0.6096642155974934,0.15590610989662454,0.09981844455148393
0.89,KBFC_5_Fold_alpha_0_5_gamma_1_0_Hard_Test_Transformed_80,692,677,0.49452154857560265,594953,10657,91249,16707,0.6105467036982897,0.15475749379376783,0.09871614361406499
0.51,KBFC_5_Fold_alpha_0_5_gamma_2_0_Hard_Test,2225,2127,0.48874080882352944,595715,9895,92025,15931,0.6168589793231627,0.14756938011782578,0.09165771240134869
0.55,KBFC_5_Fold_alpha_0_5_gamma_2_0_Hard_Test_Transformed_100,2156,2047,0.48703307161551274,595208,10402,91558,16398,0.6118656716417911,0.15189521656971358,0.09635407017673867
0.75,KBFC_5_Fold_alpha_0_5_gamma_2_0_Hard_Test_Transformed_98,1158,1084,0.48349687778768957,595687,9923,91989,15967,0.6167246040942449,0.14790284930897774,0.09191707732780022
0.78,KBFC_5_Fold_alpha_0_5_gamma_2_0_Hard_Test_Transformed_95,1104,1099,0.4988651838402179,594702,10908,91087,16869,0.607301004428124,0.1562581051539516,0.1010411649190411
0.83,KBFC_5_Fold_alpha_0_5_gamma_2_0_Hard_Test_Transformed_90,937,927,0.4973175965665236,595130,10480,91489,16467,0.6110884328496679,0.15253436585275482,0.0970765867575679
0.95,KBFC_5_Fold_alpha_0_5_gamma_2_0_Hard_Test_Transformed_80,644,639,0.49805144193296963,597617,7993,94091,13865,0.6343215298746454,0.12843195375893882,0.07403942346882063
0.25,RFC_5_Fold_Medium_Test,1269,1219,0.489951768488746,605270,340,107583,373,0.5231416549789621,0.0034551113416577124,0.003149431249768424
0.86,RFC_5_Fold_Medium_Test_Transformed_100,114,120,0.5128205128205128,605149,461,107445,511,0.5257201646090535,0.00473340990774019,0.004270258253362481
1.0,RFC_5_Fold_Medium_Test_Transformed_98,1323,1317,0.49886363636363634,605610,0,107956,0,,0.0,0.0
1.0,RFC_5_Fold_Medium_Test_Transformed_95,3160,3011,0.48792740236590504,605610,0,107956,0,,0.0,0.0
1.0,RFC_5_Fold_Medium_Test_Transformed_90,6369,5856,0.4790184049079755,605610,0,107956,0,,0.0,0.0
1.0,RFC_5_Fold_Medium_Test_Transformed_80,14234,11343,0.4434843804981038,605610,0,107956,0,,0.0,0.0
0.91,BRFC_5_Fold_alpha_0_5_Medium_Test,956,954,0.49947643979057593,602294,3316,103315,4641,0.583260022621591,0.04298973655933899,0.03071621771832969
0.91,BRFC_5_Fold_alpha_0_5_Medium_Test_Transformed_100,956,954,0.49947643979057593,602294,3316,103315,4641,0.583260022621591,0.04298973655933899,0.03071621771832969
0.91,BRFC_5_Fold_alpha_0_5_Medium_Test_Transformed_98,1152,1122,0.49340369393139843,599314,6296,100356,7600,0.5469199769717904,0.07039905146541184,0.05832005631924117
0.93,BRFC_5_Fold_alpha_0_5_Medium_Test_Transformed_95,1211,1191,0.4958368026644463,599021,6589,100143,7813,0.5424940980419386,0.07237207751306088,0.06103412501389455
0.99,BRFC_5_Fold_alpha_0_5_Medium_Test_Transformed_90,1013,1041,0.5068159688412853,600725,4885,101714,6242,0.5609778017435068,0.05781985253251325,0.04524991663270221
1.0,BRFC_5_Fold_alpha_0_5_Medium_Test_Transformed_80,10940,11648,0.5156720382503984,605610,0,107956,0,,0.0,0.0
0.95,BRFC_5_Fold_alpha_balanced_Medium_Test,633,636,0.5011820330969267,604121,1489,106071,1885,0.558684054534677,0.017460817370039645,0.013792656267368187
0.95,BRFC_5_Fold_alpha_balanced_Medium_Test_Transformed_100,633,636,0.5011820330969267,604121,1489,106071,1885,0.558684054534677,0.017460817370039645,0.013792656267368187
0.96,BRFC_5_Fold_alpha_balanced_Medium_Test_Transformed_98,874,880,0.5017103762827823,602866,2744,104731,3225,0.5402915061149272,0.029873281707362257,0.025417762792248694
0.99,BRFC_5_Fold_alpha_balanced_Medium_Test_Transformed_95,823,868,0.5133057362507392,602777,2833,104687,3269,0.5357259914782039,0.030280855163214642,0.026242172737041016
1.0,BRFC_5_Fold_alpha_balanced_Medium_Test_Transformed_90,5808,6156,0.5145436308926781,605610,0,107956,0,,0.0,0.0
1.0,BRFC_5_Fold_alpha_balanced_Medium_Test_Transformed_80,12818,11777,0.4788371620248018,605610,0,107956,0,,0.0,0.0
0.55,LogReg_5_Fold_alpha_0_5_Medium_Test,330,331,0.5007564296520424,603500,2110,105636,2320,0.5237020316027088,0.021490236763125718,0.01954499981473934
0.66,LogReg_5_Fold_alpha_0_5_Medium_Test_Transformed_100,277,274,0.49727767695099817,603451,2159,105583,2373,0.5236098852603707,0.02198117751676609,0.019998888436029493
0.99,LogReg_5_Fold_alpha_0_5_Medium_Test_Transformed_98,130,134,0.5075757575757576,604622,988,106744,1212,0.5509090909090909,0.011226796102115676,0.009151876690503538
0.97,LogReg_5_Fold_alpha_0_5_Medium_Test_Transformed_95,260,255,0.49514563106796117,602474,3136,104600,3356,0.5169439309919901,0.031086739041831856,0.029048871762569935
1.0,LogReg_5_Fold_alpha_0_5_Medium_Test_Transformed_90,5639,5663,0.5010617589807114,605610,0,107956,0,,0.0,0.0
1.0,LogReg_5_Fold_alpha_0_5_Medium_Test_Transformed_80,12863,11087,0.46292275574112735,605610,0,107956,0,,0.0,0.0
0.88,LogReg_5_Fold_alpha_balanced_Medium_Test,770,767,0.4990240728692258,603645,1965,105844,2112,0.5180279617365711,0.019563525880914447,0.01820186001704398
0.92,LogReg_5_Fold_alpha_balanced_Medium_Test_Transformed_100,598,606,0.5033222591362126,604431,1179,106596,1360,0.5356439543127215,0.012597724999073696,0.010921116010226389
0.98,LogReg_5_Fold_alpha_balanced_Medium_Test_Transformed_98,558,554,0.4982014388489209,603741,1869,105921,2035,0.5212602459016393,0.018850272333172775,0.017312608840638778
0.99,LogReg_5_Fold_alpha_balanced_Medium_Test_Transformed_95,714,709,0.4982431482782853,602437,3173,104658,3298,0.5096584762787822,0.030549483122753716,0.029391603986809442
1.0,LogReg_5_Fold_alpha_balanced_Medium_Test_Transformed_90,6317,6135,0.4926919370382268,605610,0,107956,0,,0.0,0.0
1.0,LogReg_5_Fold_alpha_balanced_Medium_Test_Transformed_80,13687,11482,0.45619611426755136,605610,0,107956,0,,0.0,0.0
0.51,AdaBoost_5_Fold_Medium_Test,4637,4716,0.5042232438789693,605610,0,107956,0,,0.0,0.0
0.89,AdaBoost_5_Fold_Medium_Test_Transformed_100,38,38,0.5,605557,53,107868,88,0.624113475177305,0.0008151469117047686,0.000490940753640372
0.95,AdaBoost_5_Fold_Medium_Test_Transformed_98,347,342,0.49637155297532654,603430,2180,105612,2344,0.5181255526083113,0.02171254955722702,0.020193412130868133
0.98,AdaBoost_5_Fold_Medium_Test_Transformed_95,434,440,0.5034324942791762,602347,3263,104525,3431,0.5125485509411413,0.03178146652339842,0.030225276964689317
1.0,AdaBoost_5_Fold_Medium_Test_Transformed_90,6000,5879,0.4949069787019109,605610,0,107956,0,,0.0,0.0
1.0,AdaBoost_5_Fold_Medium_Test_Transformed_80,13320,11348,0.4600291876114805,605610,0,107956,0,,0.0,0.0
1.0,BalBag_5_Fold_Medium_Test,4248,4454,0.511836359457596,605610,0,107956,0,,0.0,0.0
1.0,BalBag_5_Fold_Medium_Test_Transformed_100,4248,4454,0.511836359457596,605610,0,107956,0,,0.0,0.0
1.0,BalBag_5_Fold_Medium_Test_Transformed_98,4248,4454,0.511836359457596,605610,0,107956,0,,0.0,0.0
1.0,BalBag_5_Fold_Medium_Test_Transformed_95,4248,4454,0.511836359457596,605610,0,107956,0,,0.0,0.0
1.0,BalBag_5_Fold_Medium_Test_Transformed_90,15682,12783,0.4490778148603548,605610,0,107956,0,,0.0,0.0
1.0,BalBag_5_Fold_Medium_Test_Transformed_80,15682,12783,0.4490778148603548,605610,0,107956,0,,0.0,0.0
0.56,EEC_5_Fold_Medium_Test,1025,1045,0.5048309178743962,605595,15,107937,19,0.5588235294117647,0.00017599762866352957,0.00013894549631331284
0.84,EEC_5_Fold_Medium_Test_Transformed_100,364,362,0.4986225895316804,604993,617,107292,664,0.5183450429352069,0.006150653970135981,0.005715291415020934
0.91,EEC_5_Fold_Medium_Test_Transformed_98,812,800,0.49627791563275436,599426,6184,102697,5259,0.4595822773748143,0.04871429100744748,0.057282596613435106
0.99,EEC_5_Fold_Medium_Test_Transformed_95,1430,1270,0.4703703703703704,601477,4133,104403,3553,0.46226906062971634,0.03291155656008003,0.038284115750861464
1.0,EEC_5_Fold_Medium_Test_Transformed_90,6994,6056,0.46406130268199236,605610,0,107956,0,,0.0,0.0
1.0,EEC_5_Fold_Medium_Test_Transformed_80,15383,11619,0.43030145915117396,605610,0,107956,0,,0.0,0.0
0.52,RUSBoost_5_Fold_Medium_Test,1594,738,0.31646655231560894,605603,7,107955,1,0.125,9.263033087554189e-06,6.484123161287932e-05
0.54,RUSBoost_5_Fold_Medium_Test_Transformed_100,406,215,0.3462157809983897,604387,1223,107416,540,0.30629608621667614,0.005002037867279262,0.011328689466078772
0.49,RUSBoost_5_Fold_Medium_Test_Transformed_98,12467,5908,0.32152380952380955,521156,84454,85081,22875,0.21312972262855331,0.21189188187780206,0.7823001963763014
0.49,RUSBoost_5_Fold_Medium_Test_Transformed_95,6565,3135,0.3231958762886598,523637,81973,86160,21796,0.21004346192022666,0.2018970691763311,0.7593186112860795
0.53,RUSBoost_5_Fold_Medium_Test_Transformed_90,4707,2318,0.3299644128113879,522667,82943,85773,22183,0.21101345052603543,0.20548186298121457,0.7683037533810071
0.63,RUSBoost_5_Fold_Medium_Test_Transformed_80,3238,1603,0.3311299318322661,521602,84008,85269,22687,0.21263414405548525,0.21015043165734187,0.7781688836192523
0.55,KBFC_5_Fold_alpha_0_5_gamma_0_0_Medium_Test,508,493,0.4925074925074925,601855,3755,103369,4587,0.5498681371373771,0.04248953277261106,0.03478268924376598
0.6,KBFC_5_Fold_alpha_0_5_gamma_0_0_Medium_Test_Transformed_100,446,446,0.5,601760,3850,103285,4671,0.5481750968196221,0.043267627551965615,0.035662677387083626
0.85,KBFC_5_Fold_alpha_0_5_gamma_0_0_Medium_Test_Transformed_98,283,283,0.5,602599,3011,104079,3877,0.562862950058072,0.03591277928044759,0.02789099262662566
0.95,KBFC_5_Fold_alpha_0_5_gamma_0_0_Medium_Test_Transformed_95,248,250,0.5020080321285141,602691,2919,104157,3799,0.5654956832390593,0.03519026269961836,0.027038793582570678
0.98,KBFC_5_Fold_alpha_0_5_gamma_0_0_Medium_Test_Transformed_90,283,286,0.5026362038664324,600428,5182,102020,5936,0.5339089764346105,0.054985364407721664,0.048001037459705805
1.0,KBFC_5_Fold_alpha_0_5_gamma_0_0_Medium_Test_Transformed_80,11402,11173,0.4949280177187154,605610,0,107956,0,,0.0,0.0
0.87,KBFC_5_Fold_alpha_balanced_gamma_0_0_Medium_Test,1156,1108,0.48939929328621906,602203,3407,103751,4205,0.5524172359432475,0.038951054133165366,0.03155915372929712
0.89,KBFC_5_Fold_alpha_balanced_gamma_0_0_Medium_Test_Transformed_100,1101,1077,0.49449035812672176,602305,3305,103876,4080,0.5524712254570074,0.03779317499722109,0.030614324354366593
0.96,KBFC_5_Fold_alpha_balanced_gamma_0_0_Medium_Test_Transformed_98,869,893,0.5068104426787742,602729,2881,104320,3636,0.5579254258094215,0.03368038830634703,0.026686798325243618
0.98,KBFC_5_Fold_alpha_balanced_gamma_0_0_Medium_Test_Transformed_95,888,835,0.4846198491004063,602168,3442,103710,4246,0.5522892819979188,0.039330838489755084,0.03188335988736152
0.99,KBFC_5_Fold_alpha_balanced_gamma_0_0_Medium_Test_Transformed_90,995,912,0.47823807026743576,599985,5625,101713,6243,0.526036400404449,0.0578291155656008,0.052104561117492315
1.0,KBFC_5_Fold_alpha_balanced_gamma_0_0_Medium_Test_Transformed_80,12572,11777,0.4836748942461703,605610,0,107956,0,,0.0,0.0
0.53,KBFC_5_Fold_alpha_0_5_gamma_1_0_Medium_Test,875,860,0.4956772334293948,602079,3531,103536,4420,0.5559049176204252,0.04094260624698951,0.032707769832153843
0.67,KBFC_5_Fold_alpha_0_5_gamma_1_0_Medium_Test_Transformed_100,645,646,0.5003872966692486,602064,3546,103522,4434,0.5556390977443609,0.041072288710215274,0.032846715328467155
0.87,KBFC_5_Fold_alpha_0_5_gamma_1_0_Medium_Test_Transformed_98,433,434,0.5005767012687428,602041,3569,103504,4452,0.5550430120932552,0.041239023305791246,0.0330597650894809
0.94,KBFC_5_Fold_alpha_0_5_gamma_1_0_Medium_Test_Transformed_95,376,381,0.5033025099075297,601890,3720,103359,4597,0.5527233377419742,0.04258216310348661,0.03445848308570158
0.97,KBFC_5_Fold_alpha_0_5_gamma_1_0_Medium_Test_Transformed_90,444,457,0.5072142064372919,599802,5808,101435,6521,0.528915564928218,0.06040423876394087,0.053799696172514726
1.0,KBFC_5_Fold_alpha_0_5_gamma_1_0_Medium_Test_Transformed_80,11661,11247,0.49096385542168675,605610,0,107956,0,,0.0,0.0
0.52,KBFC_5_Fold_alpha_0_5_gamma_2_0_Medium_Test,1468,1457,0.49811965811965814,601816,3794,103404,4552,0.5454109753175174,0.042165326614546667,0.03514394753418059
0.73,KBFC_5_Fold_alpha_0_5_gamma_2_0_Medium_Test_Transformed_100,668,669,0.5003739715781601,603202,2408,104865,3091,0.5621022004000727,0.028632035273629997,0.022305383674830488
0.92,KBFC_5_Fold_alpha_0_5_gamma_2_0_Medium_Test_Transformed_98,398,402,0.5025,603029,2581,104684,3272,0.5590295574918845,0.030308644262477306,0.02390788839897736
0.95,KBFC_5_Fold_alpha_0_5_gamma_2_0_Medium_Test_Transformed_95,459,463,0.5021691973969631,601789,3821,103381,4575,0.5449023344449738,0.04237837637556041,0.03539404942754455
0.99,KBFC_5_Fold_alpha_0_5_gamma_2_0_Medium_Test_Transformed_90,464,487,0.5120925341745531,600468,5142,102105,5851,0.5322477940507596,0.05419800659527956,0.047630516136203636
1.0,KBFC_5_Fold_alpha_0_5_gamma_2_0_Medium_Test_Transformed_80,12016,11395,0.4867370039724916,605610,0,107956,0,,0.0,0.0
0.23,RFC_5_Fold_Easy_Test,294,193,0.39630390143737165,605610,0,107956,0,,0.0,0.0
1.0,RFC_5_Fold_Easy_Test_Transformed_100,105,77,0.4230769230769231,605610,0,107956,0,,0.0,0.0
0.97,RFC_5_Fold_Easy_Test_Transformed_98,752,386,0.3391915641476274,602113,3497,106362,1594,0.3131015517580043,0.014765274741561377,0.032392826707177
1.0,RFC_5_Fold_Easy_Test_Transformed_95,6561,3094,0.3204557224236147,605610,0,107956,0,,0.0,0.0
1.0,RFC_5_Fold_Easy_Test_Transformed_90,14078,6292,0.30888561610211096,605610,0,107956,0,,0.0,0.0
0.73,RFC_5_Fold_Easy_Test_Transformed_80,744,322,0.30206378986866794,498251,107359,70916,37040,0.256511471686092,0.3431027455630071,0.9944699692467301
0.98,BRFC_5_Fold_alpha_0_5_Easy_Test,228,228,0.5,605315,295,107561,395,0.572463768115942,0.0036588980695839044,0.002732594760828486
0.98,BRFC_5_Fold_alpha_0_5_Easy_Test_Transformed_100,228,228,0.5,605315,295,107561,395,0.572463768115942,0.0036588980695839044,0.002732594760828486
1.0,BRFC_5_Fold_alpha_0_5_Easy_Test_Transformed_98,1373,1411,0.5068247126436781,605610,0,107956,0,,0.0,0.0
1.0,BRFC_5_Fold_alpha_0_5_Easy_Test_Transformed_95,3830,3098,0.44717090069284066,605610,0,107956,0,,0.0,0.0
1.0,BRFC_5_Fold_alpha_0_5_Easy_Test_Transformed_90,8679,5985,0.40814238952536824,605610,0,107956,0,,0.0,0.0
1.0,BRFC_5_Fold_alpha_0_5_Easy_Test_Transformed_80,20374,11530,0.36139669007021064,605610,0,107956,0,,0.0,0.0
