p,Filename,Neg,Pos,$m$Prob,TN,FP,FN,TP,Prec,Rec,$\frac{\text{FP}}{\text{P}}$
0.7,BRFC_5_Fold_alpha_balanced_Hard_Test_Transformed_95,253,111,0.30494505494505497,561765,43845,64603,43353,0.4971788343769353,0.40158027344473674,0.4061376857238134
0.7,BRFC_5_Fold_alpha_balanced_Hard_Test_Transformed_90,3953,1766,0.3087952439237629,561526,44084,64496,43460,0.49643607785799143,0.40257141798510504,0.40835155063173884
0.73,BRFC_5_Fold_alpha_balanced_Hard_Test_Transformed_80,3945,1764,0.3089858118759853,561517,44093,64493,43463,0.4964023025263831,0.4025992070843677,0.40843491792952685
0.41,LogReg_5_Fold_alpha_0_5_Hard_Test,1761,1181,0.40142760027192387,586992,18618,89509,18447,0.49769324160259004,0.17087517136611213,0.17245915002408388
0.45,LogReg_5_Fold_alpha_0_5_Hard_Test_Transformed_100,1556,1072,0.4079147640791476,587560,18050,89974,17982,0.4990563943161634,0.1665678609803994,0.1671977472303531
0.54,LogReg_5_Fold_alpha_0_5_Hard_Test_Transformed_98,1211,864,0.4163855421686747,587671,17939,90052,17904,0.4995117596183355,0.1658453443995702,0.1661695505576346
0.61,LogReg_5_Fold_alpha_0_5_Hard_Test_Transformed_95,989,750,0.43128234617596317,588056,17554,90313,17643,0.5012643122993437,0.16342769276371855,0.16260328281892622
0.69,LogReg_5_Fold_alpha_0_5_Hard_Test_Transformed_90,943,672,0.41609907120743034,587403,18207,89860,18096,0.4984712007272126,0.1676238467523806,0.16865204342509912
0.83,LogReg_5_Fold_alpha_0_5_Hard_Test_Transformed_80,715,561,0.4396551724137931,587665,17945,90047,17909,0.49949796396496904,0.16589165956500795,0.1662251287561599
0.82,LogReg_5_Fold_alpha_balanced_Hard_Test,2249,1597,0.41523660946437857,589843,15767,92235,15721,0.4992695630081301,0.1456241431694394,0.14605024269146688
0.83,LogReg_5_Fold_alpha_balanced_Hard_Test_Transformed_100,2050,1594,0.43743139407244785,590610,15000,92842,15114,0.5018928073321379,0.140001482085294,0.13894549631331282
0.85,LogReg_5_Fold_alpha_balanced_Hard_Test_Transformed_98,1977,1391,0.41300475059382424,589624,15986,92072,15884,0.4983997489802322,0.14713401756271074,0.14807884693764126
0.87,LogReg_5_Fold_alpha_balanced_Hard_Test_Transformed_95,1891,1326,0.4121852657755673,589518,16092,91992,15964,0.49800349388570003,0.14787506020971508,0.149060728444922
0.9,LogReg_5_Fold_alpha_balanced_Hard_Test_Transformed_90,1740,1236,0.4153225806451613,589530,16080,91996,15960,0.49812734082397003,0.14783800807736486,0.14894957204787135
0.96,LogReg_5_Fold_alpha_balanced_Hard_Test_Transformed_80,1438,1140,0.4422032583397983,590842,14768,93055,14901,0.5022413967440763,0.13802845603764496,0.13679647263700026
0.5,AdaBoost_5_Fold_Hard_Test,582309,97128,0.14295365133191157,596137,9473,97288,10668,0.5296658557171938,0.09881803697802809,0.08774871243840084
0.65,AdaBoost_5_Fold_Hard_Test_Transformed_100,2799,2129,0.4320211038961039,590094,15516,92534,15422,0.49848083263300796,0.1428544962762607,0.1437252213864908
0.75,AdaBoost_5_Fold_Hard_Test_Transformed_98,1725,1318,0.43312520538941834,591051,14559,93245,14711,0.5025965152032799,0.13626847975100967,0.13486049872170144
0.8,AdaBoost_5_Fold_Hard_Test_Transformed_95,1508,1172,0.4373134328358209,591042,14568,93245,14711,0.5024420232931452,0.13626847975100967,0.13494386601948943
0.85,AdaBoost_5_Fold_Hard_Test_Transformed_90,1345,1065,0.44190871369294604,590087,15523,92528,15428,0.49846531614487416,0.14291007447478601,0.14379006261810368
0.94,AdaBoost_5_Fold_Hard_Test_Transformed_80,1097,843,0.4345360824742268,590804,14806,93069,14887,0.5013639578351801,0.1378987735744192,0.13714846789432733
0.7,BalBag_5_Fold_Hard_Test,27890,13620,0.32811370754035174,576362,29248,78058,29898,0.5054948770838265,0.27694616325169513,0.2709251917447849
0.7,BalBag_5_Fold_Hard_Test_Transformed_100,27890,13620,0.32811370754035174,576362,29248,78058,29898,0.5054948770838265,0.27694616325169513,0.2709251917447849
0.7,BalBag_5_Fold_Hard_Test_Transformed_98,27890,13620,0.32811370754035174,576362,29248,78058,29898,0.5054948770838265,0.27694616325169513,0.2709251917447849
0.7,BalBag_5_Fold_Hard_Test_Transformed_95,27890,13620,0.32811370754035174,576362,29248,78058,29898,0.5054948770838265,0.27694616325169513,0.2709251917447849
0.7,BalBag_5_Fold_Hard_Test_Transformed_90,27890,13620,0.32811370754035174,576362,29248,78058,29898,0.5054948770838265,0.27694616325169513,0.2709251917447849
0.78,BalBag_5_Fold_Hard_Test_Transformed_80,27890,13620,0.32811370754035174,576363,29247,78058,29898,0.5055034237889932,0.27694616325169513,0.27091592871169734
0.55,EEC_5_Fold_Hard_Test,8113,6699,0.45226843100189035,601383,4227,103464,4492,0.515196696868907,0.041609544629293414,0.039154840861091555
0.7,EEC_5_Fold_Hard_Test_Transformed_100,1307,1229,0.48462145110410093,597500,8110,99874,8082,0.49913537549407117,0.07486383341361295,0.07512319834006446
0.82,EEC_5_Fold_Hard_Test_Transformed_98,770,726,0.4852941176470588,597762,7848,100106,7850,0.5000637023824691,0.07271480973730038,0.07269628367112527
0.89,EEC_5_Fold_Hard_Test_Transformed_95,569,545,0.48922800718132853,597563,8047,99927,8029,0.4994401592435929,0.07437289265997259,0.07453962725554855
0.97,EEC_5_Fold_Hard_Test_Transformed_90,789,765,0.4922779922779923,597517,8093,99889,8067,0.4991955445544555,0.07472488791729964,0.07496572677757606
0.99,EEC_5_Fold_Hard_Test_Transformed_80,305,170,0.35789473684210527,592157,13453,96059,11897,0.4693096646942801,0.11020230464263218,0.1246155841268665
0.5,RUSBoost_5_Fold_Hard_Test,422383,35033,0.07658892561694387,422383,183227,35033,72923,0.2846886589888737,0.6754881618437141,1.6972377635332914
0.65,RUSBoost_5_Fold_Hard_Test_Transformed_100,3276,2269,0.40919747520288546,588187,17423,90901,17055,0.4946632635303672,0.15798102930823668,0.16138982548445663
0.74,RUSBoost_5_Fold_Hard_Test_Transformed_98,1884,1378,0.42244022072348253,589738,15872,92035,15921,0.5007706098826786,0.14747674978695025,0.14702286116566007
0.79,RUSBoost_5_Fold_Hard_Test_Transformed_95,1572,1162,0.4250182882223848,590013,15597,92250,15706,0.5017410471839759,0.1454851976731261,0.14447552706658268
0.84,RUSBoost_5_Fold_Hard_Test_Transformed_90,1466,1054,0.41825396825396827,588952,16658,91447,16509,0.4977537914191817,0.1529234132424321,0.15430360517247768
0.93,RUSBoost_5_Fold_Hard_Test_Transformed_80,1120,831,0.4259354177344951,589945,15665,92194,15762,0.5015432589811308,0.14600392752602911,0.14510541331653637
0.38,KBFC_5_Fold_alpha_0_5_gamma_0_0_Hard_Test,2320,1335,0.3652530779753762,574002,31608,76262,31694,0.5006792834349626,0.29358257067694243,0.2927859498314128
0.38,KBFC_5_Fold_alpha_0_5_gamma_0_0_Hard_Test_Transformed_100,2361,1341,0.36223662884927066,573664,31946,76082,31874,0.4994359135067377,0.2952499166327022,0.2959168550150061
0.45,KBFC_5_Fold_alpha_0_5_gamma_0_0_Hard_Test_Transformed_98,1953,1106,0.36155606407322655,573346,32264,75891,32065,0.49845326369133675,0.29701915595242506,0.29886249953684835
0.48,KBFC_5_Fold_alpha_0_5_gamma_0_0_Hard_Test_Transformed_95,1786,1023,0.364186543253827,573232,32378,75833,32123,0.498023286460675,0.2975564118715032,0.29991848530882953
0.53,KBFC_5_Fold_alpha_0_5_gamma_0_0_Hard_Test_Transformed_90,1609,902,0.35921943448825167,574434,31176,76477,31479,0.5024180033516878,0.2915910185631183,0.2887843195375894
0.61,KBFC_5_Fold_alpha_0_5_gamma_0_0_Hard_Test_Transformed_80,1345,773,0.36496694995278567,573601,32009,76051,31905,0.4991864067340489,0.2955370706584164,0.29650042609952204
0.78,KBFC_5_Fold_alpha_balanced_gamma_0_0_Hard_Test,3341,1794,0.3493670886075949,573810,31800,76540,31416,0.49696279422930906,0.2910074474786024,0.2945644521842232
0.78,KBFC_5_Fold_alpha_balanced_gamma_0_0_Hard_Test_Transformed_100,3349,1802,0.34983498349834985,573668,31942,76460,31496,0.49648475677039,0.2917484901256067,0.2958798028826559
0.8,KBFC_5_Fold_alpha_balanced_gamma_0_0_Hard_Test_Transformed_98,3201,1741,0.35228652367462565,573253,32357,76246,31710,0.4949505985920989,0.29373077920634333,0.2997239616139909
0.81,KBFC_5_Fold_alpha_balanced_gamma_0_0_Hard_Test_Transformed_95,3076,1630,0.34636634084147894,573804,31806,76538,31418,0.49693154498291786,0.2910259735447775,0.29462003038274853
0.83,KBFC_5_Fold_alpha_balanced_gamma_0_0_Hard_Test_Transformed_90,2917,1591,0.35292812777284827,575983,29627,77723,30233,0.5050618108920816,0.2800492793360258,0.27443588128496793
0.85,KBFC_5_Fold_alpha_balanced_gamma_0_0_Hard_Test_Transformed_80,2703,1426,0.34536207314119644,573488,32122,76380,31576,0.4957141511507426,0.2924895327726111,0.29754714883841565
0.43,KBFC_5_Fold_alpha_0_5_gamma_1_0_Hard_Test,4163,2391,0.36481537992065916,574305,31305,76521,31435,0.5010360216767612,0.2911834451072659,0.2899792508058839
0.44,KBFC_5_Fold_alpha_0_5_gamma_1_0_Hard_Test_Transformed_100,4047,2307,0.3630783758262512,574852,30758,76834,31122,0.5029411764705882,0.28828411575086144,0.28491237170699174
0.58,KBFC_5_Fold_alpha_0_5_gamma_1_0_Hard_Test_Transformed_98,2694,1594,0.37173507462686567,575062,30548,76959,30997,0.5036477374278983,0.2871262366149172,0.28296713475860535
0.6,KBFC_5_Fold_alpha_0_5_gamma_1_0_Hard_Test_Transformed_95,2593,1436,0.35641598411516506,573163,32447,75834,32122,0.49748331242546734,0.29754714883841565,0.30055763459187074
0.64,KBFC_5_Fold_alpha_0_5_gamma_1_0_Hard_Test_Transformed_90,2282,1332,0.3685666851134477,574079,31531,76402,31554,0.5001822937306808,0.2922857460446849,0.2920726962836711
0.71,KBFC_5_Fold_alpha_0_5_gamma_1_0_Hard_Test_Transformed_80,1886,1136,0.3759099933818663,574114,31496,76422,31534,0.5003014437569412,0.29210048538293376,0.2917484901256067
0.45,KBFC_5_Fold_alpha_0_5_gamma_2_0_Hard_Test,6684,3471,0.3418020679468242,572835,32775,75599,32357,0.4967911318553092,0.2997239616139909,0.30359590944458853
0.49,KBFC_5_Fold_alpha_0_5_gamma_2_0_Hard_Test_Transformed_100,5890,3177,0.35039152972317195,574286,31324,76394,31562,0.5018923130744521,0.2923598503093853,0.29015524843454743
0.64,KBFC_5_Fold_alpha_0_5_gamma_2_0_Hard_Test_Transformed_98,3475,1870,0.3498596819457437,572911,32699,75643,32313,0.49703131729526856,0.2993163881581385,0.30289191892993444
0.67,KBFC_5_Fold_alpha_0_5_gamma_2_0_Hard_Test_Transformed_95,3012,1641,0.35267569310122504,574167,31443,76334,31622,0.5014191706969,0.2929156322946386,0.29125754937196635
0.7,KBFC_5_Fold_alpha_0_5_gamma_2_0_Hard_Test_Transformed_90,2658,1476,0.3570391872278665,573787,31823,76143,31813,0.4999214281224464,0.2946848716143614,0.29477750194523694
0.76,KBFC_5_Fold_alpha_0_5_gamma_2_0_Hard_Test_Transformed_80,2250,1228,0.3530764807360552,574313,31297,76399,31557,0.5020682852324434,0.29231353514394753,0.28990514654118343
0.24,RFC_5_Fold_Medium_Test,3252,2879,0.469580818789757,604001,1609,106364,1592,0.49734457981880664,0.014746748675386268,0.01490422023787469
0.82,RFC_5_Fold_Medium_Test_Transformed_100,369,330,0.4721030042918455,604323,1287,106661,1295,0.5015491866769946,0.011995627848382675,0.011921523583682241
0.99,RFC_5_Fold_Medium_Test_Transformed_98,286,277,0.4920071047957371,604287,1323,106639,1317,0.49886363636363634,0.012199414576308867,0.012254992774834191
0.99,RFC_5_Fold_Medium_Test_Transformed_95,469,403,0.46215596330275227,602450,3160,104945,3011,0.48792740236590504,0.02789099262662566,0.029271184556671236
0.99,RFC_5_Fold_Medium_Test_Transformed_90,546,388,0.41541755888650966,599241,6369,102100,5856,0.4790184049079755,0.05424432176071733,0.05899625773463263
0.99,RFC_5_Fold_Medium_Test_Transformed_80,906,522,0.36554621848739494,591376,14234,96613,11343,0.4434843804981038,0.10507058431212717,0.13185001296824633
0.84,BRFC_5_Fold_alpha_0_5_Medium_Test,2118,1544,0.4216275259421081,592543,13067,94732,13224,0.5029858126355027,0.1224943495498166,0.12104005335507058
0.84,BRFC_5_Fold_alpha_0_5_Medium_Test_Transformed_100,2118,1544,0.4216275259421081,592543,13067,94732,13224,0.5029858126355027,0.1224943495498166,0.12104005335507058
0.86,BRFC_5_Fold_alpha_0_5_Medium_Test_Transformed_98,2121,1481,0.4111604664075514,591686,13924,93947,14009,0.501521497869903,0.12976583052354662,0.12897847271110452
0.88,BRFC_5_Fold_alpha_0_5_Medium_Test_Transformed_95,2046,1429,0.4112230215827338,591589,14021,93885,14071,0.5008899330770326,0.13034013857497498,0.1298769869205973
0.91,BRFC_5_Fold_alpha_0_5_Medium_Test_Transformed_90,1701,1213,0.41626630061770764,590995,14615,93499,14457,0.49728260869565216,0.1339156693467709,0.13537922857460447
0.97,BRFC_5_Fold_alpha_0_5_Medium_Test_Transformed_80,982,633,0.39195046439628484,591714,13896,93968,13988,0.5016496915794004,0.129571306828708,0.128719107784653
0.89,BRFC_5_Fold_alpha_balanced_Medium_Test,1575,1221,0.4366952789699571,598377,7233,100637,7319,0.5029549202858714,0.0677961391678091,0.06699951832227945
0.89,BRFC_5_Fold_alpha_balanced_Medium_Test_Transformed_100,1575,1221,0.4366952789699571,598377,7233,100637,7319,0.5029549202858714,0.0677961391678091,0.06699951832227945
0.91,BRFC_5_Fold_alpha_balanced_Medium_Test_Transformed_98,1372,1056,0.43492586490939045,597535,8075,99785,8171,0.5029545734334605,0.07568824335840528,0.07479899218200008
0.94,BRFC_5_Fold_alpha_balanced_Medium_Test_Transformed_95,934,527,0.3607118412046543,597778,7832,99956,8000,0.5053057099545225,0.0741042647004335,0.0725480751417244
0.97,BRFC_5_Fold_alpha_balanced_Medium_Test_Transformed_90,1181,918,0.43735111958075273,597338,8272,99644,8312,0.5012059816690786,0.07699433102375042,0.07662380970024825
0.99,BRFC_5_Fold_alpha_balanced_Medium_Test_Transformed_80,1100,665,0.37677053824362605,592792,12818,96179,11777,0.4788371620248018,0.10909074067212568,0.1187335581162696
0.48,LogReg_5_Fold_alpha_0_5_Medium_Test,754,634,0.45677233429394815,599857,5753,102169,5787,0.501473136915078,0.05360517247767609,0.053290229352699246
0.58,LogReg_5_Fold_alpha_0_5_Medium_Test_Transformed_100,577,513,0.4706422018348624,600050,5560,102369,5587,0.5012110881851619,0.05175256586016525,0.05150246396680129
0.79,LogReg_5_Fold_alpha_0_5_Medium_Test_Transformed_98,439,381,0.46463414634146344,599634,5976,101999,5957,0.4992038883767703,0.055179888102560304,0.05535588573122383
0.88,LogReg_5_Fold_alpha_0_5_Medium_Test_Transformed_95,381,308,0.44702467343976776,599734,5876,102067,5889,0.5005524861878453,0.05455000185260662,0.05442958242246841
0.98,LogReg_5_Fold_alpha_0_5_Medium_Test_Transformed_90,356,294,0.4523076923076923,599674,5936,102025,5931,0.4997893317603438,0.05493904924228389,0.054985364407721664
0.99,LogReg_5_Fold_alpha_0_5_Medium_Test_Transformed_80,455,287,0.3867924528301887,592747,12863,96869,11087,0.46292275574112735,0.10269924784171329,0.11915039460520953
0.85,LogReg_5_Fold_alpha_balanced_Medium_Test,1337,1139,0.46001615508885296,600715,4895,103032,4924,0.5014767287911193,0.04561117492311682,0.04534254696357776
0.87,LogReg_5_Fold_alpha_balanced_Medium_Test_Transformed_100,1239,1026,0.45298013245033114,600197,5413,102579,5377,0.49833178869323447,0.04980732891177887,0.050140798102930824
0.94,LogReg_5_Fold_alpha_balanced_Medium_Test_Transformed_98,984,860,0.46637744034707157,600887,4723,103193,4763,0.5021083702298124,0.0441198265960206,0.043749305272518434
0.97,LogReg_5_Fold_alpha_balanced_Medium_Test_Transformed_95,921,825,0.4725085910652921,600893,4717,103203,4753,0.5019007391763464,0.044027196265145056,0.043693727073993105
0.99,LogReg_5_Fold_alpha_balanced_Medium_Test_Transformed_90,954,781,0.4501440922190202,599293,6317,101821,6135,0.4926919370382268,0.05682870799214495,0.05851458001407981
0.99,LogReg_5_Fold_alpha_balanced_Medium_Test_Transformed_80,1037,660,0.3889216263995286,591923,13687,96474,11482,0.45619611426755136,0.10635814591129719,0.1267831338693542
0.5,AdaBoost_5_Fold_Medium_Test,600837,103236,0.1466268412508362,600973,4637,103240,4716,0.5042232438789693,0.043684464040905556,0.042952684426988776
0.74,AdaBoost_5_Fold_Medium_Test_Transformed_100,1114,992,0.4710351377018044,599839,5771,102257,5699,0.4968613775065388,0.05279002556597132,0.053456963948275225
0.89,AdaBoost_5_Fold_Medium_Test_Transformed_98,675,564,0.4552058111380145,600588,5022,102891,5065,0.5021314563299296,0.04691726258846197,0.04651895216569714
0.94,AdaBoost_5_Fold_Medium_Test_Transformed_95,639,534,0.45524296675191817,600316,5294,102668,5288,0.49971649971649973,0.04898291896698655,0.049038497165511875
0.99,AdaBoost_5_Fold_Medium_Test_Transformed_90,544,514,0.48582230623818523,599610,6000,102077,5879,0.4949069787019109,0.05445737152173107,0.05557819852532513
0.99,AdaBoost_5_Fold_Medium_Test_Transformed_80,797,515,0.39253048780487804,592290,13320,96608,11348,0.4600291876114805,0.10511689947756493,0.1233836007262218
0.96,BalBag_5_Fold_Medium_Test,47,21,0.3088235294117647,600852,4758,103189,4767,0.5004724409448819,0.04415687872837082,0.04407351143058283
0.96,BalBag_5_Fold_Medium_Test_Transformed_100,47,21,0.3088235294117647,600852,4758,103189,4767,0.5004724409448819,0.04415687872837082,0.04407351143058283
0.96,BalBag_5_Fold_Medium_Test_Transformed_98,47,21,0.3088235294117647,600852,4758,103189,4767,0.5004724409448819,0.04415687872837082,0.04407351143058283
0.96,BalBag_5_Fold_Medium_Test_Transformed_95,47,21,0.3088235294117647,600852,4758,103189,4767,0.5004724409448819,0.04415687872837082,0.04407351143058283
0.99,BalBag_5_Fold_Medium_Test_Transformed_90,178,72,0.288,589928,15682,95173,12783,0.4490778148603548,0.11840935195820519,0.14526288487902478
0.99,BalBag_5_Fold_Medium_Test_Transformed_80,178,69,0.2793522267206478,589928,15682,95173,12783,0.4490778148603548,0.11840935195820519,0.14526288487902478
0.55,EEC_5_Fold_Medium_Test,7066,5780,0.4499455083294411,604570,1040,106892,1064,0.5057034220532319,0.009855867205157657,0.009633554411056356
0.9,EEC_5_Fold_Medium_Test_Transformed_100,56,67,0.5447154471544715,605589,21,107935,21,0.5,0.00019452369483863796,0.00019452369483863796
0.96,EEC_5_Fold_Medium_Test_Transformed_98,92,70,0.43209876543209874,603464,2146,105863,2093,0.49374852559565935,0.019387528252250916,0.01987846900589129
0.98,EEC_5_Fold_Medium_Test_Transformed_95,1363,1163,0.4604117181314331,600047,5563,103133,4823,0.4643751203543231,0.044675608581273854,0.05153025306606395
0.99,EEC_5_Fold_Medium_Test_Transformed_90,786,644,0.45034965034965035,598616,6994,101900,6056,0.46406130268199236,0.05609692837822817,0.064785653414354
0.99,EEC_5_Fold_Medium_Test_Transformed_80,627,398,0.3882926829268293,590227,15383,96337,11619,0.43030145915117396,0.10762718144429212,0.1424932379858461
0.51,RUSBoost_5_Fold_Medium_Test,181986,51550,0.22073684571115373,604009,1601,107217,739,0.3158119658119658,0.006845381451702545,0.014830115973174256
0.62,RUSBoost_5_Fold_Medium_Test_Transformed_100,60,31,0.34065934065934067,605573,37,107931,25,0.4032258064516129,0.00023157582718885472,0.000342732224239505
0.98,RUSBoost_5_Fold_Medium_Test_Transformed_98,285,82,0.22343324250681199,602561,3049,106678,1278,0.29535474924890226,0.011838156285894253,0.02824298788395272
0.99,RUSBoost_5_Fold_Medium_Test_Transformed_95,298,81,0.21372031662269128,597252,8358,105174,2782,0.24973070017953322,0.025769758049575753,0.07742043054577791
0.49,RUSBoost_5_Fold_Medium_Test_Transformed_90,29326,7847,0.21109407365561025,485448,120162,70598,37358,0.2371635347892331,0.3460483900848494,1.1130645818666864
0.57,RUSBoost_5_Fold_Medium_Test_Transformed_80,20116,5311,0.2088724584103512,479814,125796,68887,39069,0.23697570739696114,0.3618974396976546,1.1652525102819666
0.46,KBFC_5_Fold_alpha_0_5_gamma_0_0_Medium_Test,1113,803,0.41910229645093944,595372,10238,97638,10318,0.5019459038723487,0.09557597539738412,0.09483493275037978
0.5,KBFC_5_Fold_alpha_0_5_gamma_0_0_Medium_Test_Transformed_100,997,753,0.43028571428571427,595045,10565,97430,10526,0.49907543501967666,0.0975026862795954,0.09786394457001
0.68,KBFC_5_Fold_alpha_0_5_gamma_0_0_Medium_Test_Transformed_98,696,573,0.4515366430260047,594882,10728,97325,10631,0.4977292944426237,0.09847530475378859,0.09937381896328133
0.76,KBFC_5_Fold_alpha_0_5_gamma_0_0_Medium_Test_Transformed_95,663,463,0.411190053285968,595230,10380,97560,10396,0.5003850596842511,0.09629849197821334,0.09615028344881248
0.85,KBFC_5_Fold_alpha_0_5_gamma_0_0_Medium_Test_Transformed_90,599,400,0.4004004004004004,595197,10413,97531,10425,0.5002879355024474,0.09656711993775242,0.09645596354070177
0.99,KBFC_5_Fold_alpha_0_5_gamma_0_0_Medium_Test_Transformed_80,461,313,0.4043927648578811,594208,11402,96783,11173,0.4949280177187154,0.10349586868724295,0.10561710326429286
0.83,KBFC_5_Fold_alpha_balanced_gamma_0_0_Medium_Test,1852,1409,0.4320760502913217,596484,9126,98773,9183,0.5015566115025397,0.08506243284301011,0.08453443995701952
0.85,KBFC_5_Fold_alpha_balanced_gamma_0_0_Medium_Test_Transformed_100,1750,1377,0.44035817077070677,596831,8779,99061,8895,0.5032816566708159,0.0823946793137945,0.08132016747563822
0.9,KBFC_5_Fold_alpha_balanced_gamma_0_0_Medium_Test_Transformed_98,1623,1193,0.4236505681818182,595686,9924,98125,9831,0.4976461655277145,0.09106487828374522,0.09192634036088777
0.93,KBFC_5_Fold_alpha_balanced_gamma_0_0_Medium_Test_Transformed_95,1384,1079,0.43808363784003246,596645,8965,98890,9066,0.5028007320725417,0.08397865797176628,0.08304309162992331
0.96,KBFC_5_Fold_alpha_balanced_gamma_0_0_Medium_Test_Transformed_90,1259,1005,0.44390459363957596,596598,9012,98861,9095,0.5022919312972883,0.08424728593130534,0.08347845418503835
0.99,KBFC_5_Fold_alpha_balanced_gamma_0_0_Medium_Test_Transformed_80,1405,920,0.3956989247311828,593038,12572,96179,11777,0.4836748942461703,0.10909074067212568,0.11645485197673126
0.48,KBFC_5_Fold_alpha_0_5_gamma_1_0_Medium_Test,1960,1408,0.4180522565320665,595957,9653,98151,9805,0.5039058484941926,0.09082403942346882,0.08941605839416059
0.6,KBFC_5_Fold_alpha_0_5_gamma_1_0_Medium_Test_Transformed_100,1544,1098,0.4155942467827404,595344,10266,97688,10268,0.5000486997175416,0.0951128237430064,0.09509429767683131
0.77,KBFC_5_Fold_alpha_0_5_gamma_1_0_Medium_Test_Transformed_98,935,719,0.4347037484885127,595745,9865,97990,9966,0.5025465180777571,0.09231538775056504,0.09137982140872207
0.83,KBFC_5_Fold_alpha_0_5_gamma_1_0_Medium_Test_Transformed_95,821,642,0.4388243335611757,595653,9957,97928,10028,0.5017763322491869,0.09288969580199341,0.09223202045277706
0.89,KBFC_5_Fold_alpha_0_5_gamma_1_0_Medium_Test_Transformed_90,808,559,0.4089246525237747,595026,10584,97432,10524,0.4985787379192723,0.09748416021342028,0.09803994219867353
0.99,KBFC_5_Fold_alpha_0_5_gamma_1_0_Medium_Test_Transformed_80,696,486,0.41116751269035534,593949,11661,96709,11247,0.49096385542168675,0.10418133313572196,0.1080162288339694
0.49,KBFC_5_Fold_alpha_0_5_gamma_2_0_Medium_Test,3038,2217,0.42188392007611797,595990,9620,98342,9614,0.4998440262035978,0.08905480010374597,0.0891103783022713
0.67,KBFC_5_Fold_alpha_0_5_gamma_2_0_Medium_Test_Transformed_100,1744,1326,0.4319218241042345,596761,8849,98943,9013,0.5045907513156421,0.08348771721812591,0.08196857979176701
0.82,KBFC_5_Fold_alpha_0_5_gamma_2_0_Medium_Test_Transformed_98,998,795,0.4433909648633575,596470,9140,98724,9232,0.5025038101458742,0.08551632146430027,0.08466412242024529
0.86,KBFC_5_Fold_alpha_0_5_gamma_2_0_Medium_Test_Transformed_95,1030,737,0.41709111488398415,595714,9896,98126,9830,0.49832708100983475,0.09105561525065768,0.09166697543443625
0.92,KBFC_5_Fold_alpha_0_5_gamma_2_0_Medium_Test_Transformed_90,844,648,0.4343163538873995,595960,9650,98326,9630,0.4994813278008299,0.08920300863314684,0.08938826929489792
0.99,KBFC_5_Fold_alpha_0_5_gamma_2_0_Medium_Test_Transformed_80,805,559,0.40982404692082114,593594,12016,96561,11395,0.4867370039724916,0.10555226203267998,0.11130460558005113
0.22,RFC_5_Fold_Easy_Test,4598,2114,0.31495828367103695,605316,294,107763,193,0.39630390143737165,0.0017877653858979585,0.0027233317277409316
